SUBSCRIPTION_ID,RELATIONSHIP_STRENGTH,SENTIMENT,NPS_SCORE,IS_DELINQUENT,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,PARTNERSHIP,BILLING_CITY,BUSINESS_TYPE,CUISINE,PAYMENT_PLAN,CHURN_DATE
sub_Fk8P6A1ck2jJla,,,,FALSE,4,0,US Foods,Cincinnati,Restaurant,Bar - Traditional,Monthly,2018-10-23 00:00:00.000 +0000
sub_DaP7T3jRlBgP7V,Neutral,neutral,,FALSE,1,468,US Foods,Moorhead,Restaurant,American (Traditional),Monthly,
sub_ELEyp7FYKcfjTW,Neutral,,,FALSE,1,2976,,Edison,Restaurant,Indian,Monthly,
sub_EjhNklbpQWhyEc,Neutral,,,FALSE,3,1428,,New York,Hospitality Group,Bar - Traditional,Monthly,
sub_Cgxmyu7bRyx1fV,Good,neutral,,FALSE,1,1188,US Foods,Charlotte,Restaurant,Seafood,Monthly,
sub_G8DeT5tXwB7DvC,,,,FALSE,1,3096,,West Hollywood,Catering,Ice Cream,Monthly,
sub_CuUTj5eLX6Kocf,Neutral,neutral,,FALSE,1,1188,US Foods,Kent,Restaurant,Southern / Creole,Monthly,
sub_FvpXpTBYnlqmQk,Good,,,FALSE,7,,,Mclean,Multi-location (10+),Pizza,Yearly,
sub_FbzUKVxAANMGFr,,,,FALSE,1,2388,,San Francisco,Restaurant,"[""Cafe"",""American"",""Californian"",""French"",""Traditional""]",Monthly,
sub_B6UmtfOyIN7Enr,Neutral,neutral,,FALSE,1,2388,,New York,Restaurant,Italian,Monthly,
sub_Ffhz1S9xnykoCh,Good,,,FALSE,7,,,New Orleans,Restaurant,American (New),Monthly,
sub_CBwvomtojL2lp9,Neutral,positive,7,FALSE,1,3757,,Jackson,Restaurant,American (New),Yearly,
sub_FOwFRyIxj4KioD,,,,FALSE,1,2388,,New Orleans,Restaurant,Seafood,Monthly,
sub_DPJfDFOyCHLrJL,Neutral,,,FALSE,1,2388,,Katy,Restaurant,Burgers,,2019-11-11 00:00:00.000 +0000
sub_FrjNlHnUctNdcR,,,,FALSE,1,,US Foods,Austin,Restaurant,Seafood,Monthly,
sub_FCS6rNn2eJ1MRY,Good,,,FALSE,2,2388,,New York,Deli,Italian,Monthly,
sub_9WiiWkVkezJAtG,Good,positive,,FALSE,2,1188,,New York,Restaurant,Steakhouse,Monthly,
sub_FujUhIlzwAAfWc,Good,,,FALSE,1,,,Austin,Restaurant,Italian,Monthly,
sub_FgxOhXKRQglr0q,Good,,,FALSE,1,,US Foods,Savannah,Bar,Bar - Traditional,Monthly,
sub_BVX5eLlmYDbvSQ,Neutral,neutral,,TRUE,5,2148,US Foods,Charleston,Restaurant,Pizza,Monthly,
sub_FZMVthiIu3Aodr,Neutral,,,FALSE,,,,San Antonio,Restaurant,BBQ,Monthly,
sub_Doc0uo8tGowUKt,Neutral,,10,FALSE,1,2149,,Delray Beach,Restaurant,Seafood,Yearly,
sub_7tBzQ5WldVxGDM,Neutral,neutral,,FALSE,1,588,,New York,Restaurant,Mediterranean / Greek,Monthly,
sub_FhDIcb7ydQZYq0,,,,FALSE,1,,,Chicago,Restaurant,American (Traditional),Monthly,
sub_B5kkEMOvUG5UL3,Good,,,FALSE,1,1188,,New York,Restaurant,American (New),Yearly,
sub_8fvS5jML2DjjuR,Neutral,,8,FALSE,1,2388,,Houston,Hospitality Group,Other,Monthly,
sub_EjHeTDrpAKBn4O,Good,neutral,10,FALSE,1,2388,,Wilmette,Restaurant,American (New),Monthly,
sub_BUOzulbOayZjyV,Good,neutral,10,FALSE,1,5028,,New York,Restaurant,Lebanese,Monthly,
sub_D8lNdoN775Dkqr,Neutral,neutral,,FALSE,5,2388,,New York,Hospitality Group,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_Ck1ml3aJBMeoKj,Good,,,FALSE,1,2148,,New Haven,Hotel Group,American (New),Yearly,
sub_FeUNbqpCISqBcD,Neutral,,,FALSE,3,,,LaGrange,Restaurant,Pizza,Monthly,
sub_D78eps8coz67tR,Neutral,neutral,,FALSE,1,600,US Foods,Des Moines,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_APlhNCTkgfr5Kj,Neutral,positive,,FALSE,2,348,,Austin,Restaurant,Pizza,Monthly,
sub_FZIV6mhWkLsoeN,,,,FALSE,3,0,US Foods,Las Cruces,Restaurant,Mexican,Monthly,
sub_DoFc4jc8mh7IeJ,Good,neutral,,FALSE,1,4056,,Summit,Restaurant,Butcher,Yearly,
sub_CwRRJhPo1IkwPe,Neutral,,,FALSE,1,2388,,Chicago,Restaurant,Barbecue,Monthly,
sub_BZcfWwgkzVMyJ5,Neutral,neutral,,FALSE,1,2388,,Chicago,Catering,Breakfast / Brunch,Monthly,
sub_EhkFUxkrPCICUh,Neutral,,,FALSE,2,1908,US Foods,Concord,Restaurant,American (Traditional),Monthly,
sub_FSC6jaYDGjsFct,Good,,,TRUE,1,2256,,North Bay Village,Restaurant,Mexican,Monthly,2019-07-01 00:00:00.000 +0000
sub_BFlClqfs7wcVVy,Neutral,,,FALSE,1,1428,,Boston,Restaurant,American (New),Monthly,2017-04-12 00:00:00.000 +0000
sub_EtiVmtMKRAGdzn,Neutral,neutral,10,FALSE,1,1908,,Chesapeake City,Hospitality Group,Other,Monthly,
sub_EHALQT2CMvAoQk,Neutral,,,FALSE,2,2388,,Hilliard,Restaurant,Barbecue,Monthly,
sub_6bUmjsrfZlWcSn,Good,neutral,,FALSE,1,1188,,Miami,Restaurant,American (Traditional),Monthly,
sub_CrpGHTN7B67aLs,Good,,,FALSE,2,5748,,Richmond,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_Dvl2vg2e88b0fP,Neutral,neutral,,FALSE,1,1908,US Foods,Chicago,Restaurant,Deli / Sandwiches,Monthly,
sub_FGwP1xmfSr8h94,Neutral,,,FALSE,1,2438,,Miami,Restaurant,American (New),,
sub_Fnz6bdaM7oOHIc,Good,,,FALSE,1,,,Marina del Rey,Restaurant,American (Traditional),Monthly,
sub_DAIAMVoQAkwjPk,Neutral,,8,FALSE,1,2388,,Anchorage,Restaurant,American (Traditional),Monthly,
sub_BhBEgwUfiUG1py,Neutral,neutral,,FALSE,1,948,US Foods,Jasper,Catering,American (Traditional),Monthly,
sub_FKmmwaeAE6trxV,Neutral,,,FALSE,2,3576,US Foods,Fort Worth,Restaurant,Barbecue,Monthly,
sub_FISSitATjIYbom,Neutral,,,FALSE,1,2388,,Atlanta,Restaurant,Korean / Vietnamese,Monthly,
sub_FT3enkpE8E46TS,,,,FALSE,1,1908,US Foods,Kansas City,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_BqaYTHnekuYaQt,Neutral,,,FALSE,6,1908,US Foods,Washington,Restaurant,Mexican,Monthly,
sub_DUkwEXa4Gx9uYR,Neutral,neutral,,FALSE,1,4176,,Mount Vernon,Brewery / Winery,American (Traditional),Monthly,2019-11-01 00:00:00.000 +0000
sub_DtZTjncuJ9vqH8,Neutral,neutral,9,FALSE,1,2388,,Santa Monica,Restaurant,Mediterranean / Greek,Monthly,
sub_6QRzsmV4MM9qgC,Good,neutral,0,FALSE,6,2376,,New York,Restaurant,Seafood,Monthly,
sub_AUbVmJWIeel5xC,Neutral,neutral,10,FALSE,1,2148,,New Orleans,Restaurant,Other,Yearly,
sub_FetlHv7jw4MiIy,,,,FALSE,,0,,,,,,
sub_G8YxlwLVr1zYKM,,,,FALSE,1,,,San Franciscco,Restaurant,Korean / Vietnamese,Monthly,
sub_FxIQ7JuVRkB4nM,,,,FALSE,1,0,US Foods,Bakersfield,Restaurant,Italian,Monthly,
sub_FieBGxXluIjpFF,,,,FALSE,1,,,Los Angeles,Food Hall,Fast Food,Yearly,
sub_Dd6dvyKBHo0Yrw,Good,,,FALSE,1,2148,US Foods,Louisville,Restaurant,American (Traditional),Monthly,2019-11-13 00:00:00.000 +0000
sub_BqaM98QhbTj3D1,Neutral,neutral,,FALSE,1,4548,,Oklahoma City,Restaurant,American (New),Monthly,
sub_G8YhHxqHD960hi,,,,FALSE,1,1428,,Scottsdale,Bar,American (New),Monthly,
sub_EmY6qwNQrlUCvw,Good,,,FALSE,1,2976,,Dallas,Restaurant,Mexican,Monthly,
sub_EZvSprhJdDhK4Q,Good,,,FALSE,1,2388,,New York,Restaurant,American (New),Monthly,
sub_DgSJoTlr9oSqMe,Neutral,neutral,7,FALSE,1,1908,US Foods,Lancaster,Event Space,American,Monthly,
sub_81Qhlyl36WBcH6,Bad,neutral,0,FALSE,1,1428,,Santa Barbara,Restaurant,Italian,Monthly,
sub_EhLxK6xPuRa04I,Neutral,neutral,,FALSE,1,2388,,San Francisco,Restaurant,Latin American / South American / Central American,Monthly,
sub_EMjgsA479CNNDS,Neutral,,,FALSE,3,2388,,New York,Restaurant,Bar - Traditional,Monthly,
sub_G5e5Nqj1pL5she,,,,FALSE,1,0,,Honolulu,Restaurant,American (New),Monthly,
sub_G8CrbWQBJdxCCH,,,,FALSE,1,,,Miami,Restaurant,"[""Contemporary"",""International"",""Mediterranean"",""Seafood"",""F",Yearly,
sub_EXDLtKeY0TCutB,Neutral,neutral,,FALSE,1,1776,US Foods,Carbondale,Restaurant,"[""Pizza"",""Barbecue"",""Italian"",""Pasta"",""Cafe""]",Monthly,
sub_FkXypKKO6nlcPX,Good,,,FALSE,1,2148,,Jersey City,Restaurant,Barbecue,Yearly,
sub_GCzAm3YGY6CVTZ,,,,FALSE,5,,,Union City,Franchise,Island / Caribbean / Hawaiian,Monthly,
sub_EREqc8qvBktZ1w,Neutral,,,FALSE,1,2149,,Lawrenceville,Restaurant,Bar & Grill/ Pub,Yearly,
sub_Diczn7ge8FLN2K,Neutral,neutral,,FALSE,1,2149,,Washington,Restaurant,"American, Steak, Seafood",Yearly,
sub_DNJ4cexjk2iNQa,Neutral,,,FALSE,1,1908,US Foods,Davenport,Restaurant,American (New),Monthly,
sub_EirCf3hvYumqip,Neutral,,,FALSE,2,2149,,Brooklyn,Hospitality Group,Italian,Yearly,
sub_FpMs1DnCtokDvF,,,,FALSE,1,,,Philadelphia,Restaurant,Other,,
sub_9CsOgHtlrJOs0J,Good,,,FALSE,1,2388,,Washington,Restaurant,Korean / Vietnamese,Monthly,
sub_DFl5xFCwvmXJDU,Neutral,,,FALSE,1,2388,,Washington,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_EMOis46cyi81lq,Neutral,neutral,,FALSE,1,2388,,Dublin,Restaurant,Tapas (Small Plates),Monthly,
sub_CcU1MIFccE4ZAe,Neutral,,8,FALSE,1,1908,US Foods,Channahon,Restaurant,Seafood,Monthly,
sub_EgLacLlNSB4gy5,Neutral,neutral,,FALSE,1,5844,,Baltimore,Restaurant,Other Ethnic,Monthly,
sub_DLOEkjK6X4wT4n,Neutral,neutral,,FALSE,2,2388,,Houston,Restaurant,Seafood,Monthly,
sub_FfJVxZJfkJLzQ3,,,,FALSE,2,,US Foods,EDEN PRICE,Restaurant,Pizza,Monthly,
sub_GCc3SjGdqUS8XE,,,,FALSE,,,,,,,,
sub_E8tWye5DvohXuF,Neutral,positive,,FALSE,1,2388,,Mooresville,Restaurant,Mexican,Monthly,
sub_3j0tmxQ7xOJTGi,Good,,10,FALSE,7,3588,,New York,Restaurant,Italian,,2019-10-15 00:00:00.000 +0000
sub_FuLWUgdJTny8rb,Neutral,,,FALSE,1,,,Irvine,Restaurant,Middle Eastern,Monthly,
sub_EyWywMRz7BzkQq,Good,neutral,3,FALSE,1,2149,,Cold Spring Harbor,Restaurant,Italian,,
sub_CWXeQUoQMYG0Oi,Neutral,neutral,,FALSE,1,1188,US Foods,Edgewood,Cafe / Coffee Shop,American (Traditional),Monthly,
sub_EG18KrZVWiKpkN,Bad,neutral,,FALSE,3,2388,,Three Oaks,Bakery / Confectionary,"[""Fast Food"",""American"",""Bakery"",""Cafe"",""Sandwiches""]",,
sub_G2ALIRTfCiJfpB,,,,FALSE,1,,,East Norwich,Restaurant,American (Traditional),Monthly,
sub_9g50b3j9QLe1jZ,Neutral,neutral,,FALSE,1,2677,,Portland,Restaurant,Italian,Yearly,
sub_G8tLQySdZeP8qI,,,,FALSE,1,,,San Luis Obispo,Restaurant,Deli / Sandwiches,Monthly,
sub_Bh7Bi4F3A9jOK6,Neutral,neutral,8,FALSE,1,1428,,Key Biscayne,Restaurant,American (Traditional),Monthly,
sub_CWvST8qqYEcVUJ,Good,,10,TRUE,1,2388,,New York,Restaurant,Mexican,Yearly,
sub_CdCTZ5IN5aTGgG,Good,,,FALSE,1,2148,,New York,Restaurant,American (New),Yearly,
sub_FprM1gP5Kso0AO,Good,,10,FALSE,1,0,,Seattle,Restaurant,Middle Eastern,Monthly,
sub_CyHGOgSyMzJMjW,Neutral,neutral,,FALSE,1,2388,,Charleston,Restaurant,American (New),Monthly,
sub_93RKkFx8qhg0wK,Good,,,FALSE,1,4188,,New York,Restaurant,Baked Goods / Confections,Monthly,
sub_BzLFro0yYGHdQp,Neutral,,,FALSE,6,2388,,Brooklyn,Cafe / Coffee Shop,Coffee,Monthly,
sub_BrzpfyIUthpxHF,Good,,,FALSE,1,1428,,Falls Church,Restaurant,Barbecue,Monthly,
sub_GBVJ6xlrDlVp1s,,,,FALSE,1,,,Babylon,Hospitality Group,American (Traditional),Yearly,
sub_DKkNXx5AGJhsae,Neutral,,,FALSE,1,2388,,Chicago,Bar,Bar - Traditional,Monthly,
sub_EG4GM5JthtS0GM,Neutral,,,FALSE,4,4056,,New York,Cafe / Coffee Shop,French,Monthly,
sub_FXWAFOpMjqPjCr,Good,,,FALSE,1,3096,,San Francisco,Catering,African,Monthly,
sub_FcKvkYwKpV61zj,Good,,10,FALSE,,0,,Boulder,Restaurant,Italian,Yearly,
sub_CdFWqDWmjqodl9,Good,,,FALSE,3,2148,,New York,Restaurant,Pizza,Yearly,
sub_BQKQt9o8fqc8sT,Neutral,,,FALSE,1,948,US Foods,San Francisco,Restaurant,Middle Eastern,Monthly,
sub_FUltmrjAOKFUEG,,,,TRUE,1,1908,US Foods,Kansas City,Restaurant,Latin American / South American / Central American,Monthly,
sub_BzfsZLFNAYejGT,Good,positive,,FALSE,1,2148,,San Francisco,Bar,French,Yearly,
sub_AFHSzS2EJ1A8m2,Neutral,neutral,,FALSE,4,4548,,Hewlett,Cafe / Coffee Shop,American (New),Monthly,
sub_FvmLWRWisMP7ai,Good,,,FALSE,1,,US Foods,Inkom,Restaurant,Baked Goods / Confections,Monthly,
sub_F5PN01NByJ2BB4,Neutral,,,FALSE,1,1908,US Foods,Seattle,Restaurant,Japanese,Monthly,
sub_9zu9FBQLpnK0oR,Neutral,neutral,,FALSE,1,2148,,New York,Restaurant,Other,Yearly,
sub_Az3rr9gh6RDcpe,Neutral,neutral,,FALSE,2,4548,,Rohnert Park,Restaurant,Asian Fusion,Monthly,
sub_EP7HOP9U5YHCHr,Neutral,neutral,,FALSE,1,2388,,Astoria,Restaurant,Salad,Monthly,
sub_9tyKwnWz1GLOuK,Neutral,neutral,,FALSE,1,2148,,New York,Restaurant,American (Traditional),Yearly,
sub_B8IY8lsdCxYtRd,Neutral,,,FALSE,1,1188,,Toronto,Restaurant,Other,Yearly,
sub_Bqs91OwITTTNL0,Good,,8,FALSE,1,1188,,Hong Kong,Restaurant,American (New),Yearly,
sub_BzWeN6WP0L25jC,Neutral,neutral,,FALSE,1,2148,,New York,Cafe / Coffee Shop,Mediterranean / Greek,Yearly,
sub_En1iHXmZT34zOi,Neutral,positive,,FALSE,3,3576,US Foods,New York,Restaurant,"[""Tea"",""American"",""Bakery"",""Coffee"",""Traditional""]",Monthly,
sub_7N1nsr8sGZyZ6Z,Neutral,positive,7,FALSE,1,2148,,Houston,Restaurant,American (New),Monthly,
sub_DpD33iIICV7Wmn,Neutral,positive,,FALSE,1,1826.65,,Detroit,Restaurant,American (Traditional),Yearly,
sub_G5vUoo3FwwTn0y,,,,FALSE,1,,,New Rochelle,Restaurant,Burgers,Monthly,
sub_F4dvhcm5vXPtCs,Neutral,neutral,10,FALSE,2,2388,,Augusta,Restaurant,Steakhouse,Monthly,
sub_EzhP0AGdeLkDAJ,Neutral,,,FALSE,1,1908,US Foods,"Lake Shore,",Restaurant,Supper Club,Monthly,
sub_BWhlNKDIp0net6,Neutral,neutral,,FALSE,1,2388,,Elmwood Park,Restaurant,Greek,Monthly,
sub_BwWLRbARr7f4n1,Neutral,neutral,10,FALSE,1,1908,US Foods,Tucker,Restaurant,Southern / Creole,Monthly,
sub_CAmItXxyKDnH8N,Neutral,neutral,4,FALSE,1,4548,,New Canaan,Restaurant,American (New),Monthly,
sub_AabTp42HUq91xH,Good,,,FALSE,1,1188,,New York,Restaurant,American (New),Yearly,
sub_Fp49e0BJ4WcOYL,Good,neutral,,FALSE,2,,,Marietta,Bakery / Confectionary,Baked Goods / Confections,Monthly,
sub_De8B9mlvAAezGH,Neutral,neutral,,FALSE,1,468,US Foods,Corpus Christi,Restaurant,French,Monthly,
sub_EzPOiAJJxwqhSc,Good,,,FALSE,1,2976,,New York,Restaurant,Other,,
sub_FkYGvIUj3BlWIZ,Good,neutral,8,FALSE,1,2148,,San Diego,Restaurant,American (New),Monthly,
sub_EZ7ADE9wax8XLD,Neutral,neutral,8,FALSE,3,2388,,Arnold,Restaurant,Bar - Traditional,Monthly,
sub_8VjFJtB3tdOsow,Neutral,,,FALSE,1,1188,,Geneva,Restaurant,Mexican,Yearly,
sub_FXMX1Xs5LjTAmJ,,neutral,,FALSE,1,0,,Boston,Restaurant,American (Traditional),Monthly,
sub_DSB93R4URYPKwg,,neutral,,FALSE,1,0,,Boston,Restaurant,American (Traditional),Monthly,
sub_CKsEwo4sgpvnWs,Neutral,neutral,10,FALSE,1,2388,,Hoboken,Restaurant,American (New),Monthly,
sub_BkJKbZd7hOP2ld,Neutral,neutral,,FALSE,3,3948,,San Francisco,Cafe / Coffee Shop,Baked Goods / Confections,Yearly,
sub_BnsfV9qHJV7BCP,Neutral,neutral,,FALSE,1,2148,,Westborough,Restaurant,Italian,Yearly,
sub_DGCgnK45VI7NiD,Neutral,,,FALSE,1,2148,,New York,Restaurant,Bar - Traditional,Yearly,
sub_Flprus8ZY6aVki,Good,,,FALSE,1,,,Jersey City,Restaurant,Sushi,Monthly,
sub_F6sueAnDIq5gg6,Neutral,,,FALSE,1,1908,US Foods,Marriott-Slaterville,Restaurant,American (Traditional),Monthly,
sub_Cx9YapA6Dii1hs,Neutral,,,FALSE,1,2388,,Evanston,Restaurant,American,Yearly,
sub_Bj7AwCCKUASTwD,Good,,,FALSE,1,2148,,New York,Restaurant,Mediterranean / Greek,Yearly,
sub_EgFmEZnPWkZIBL,Neutral,,,FALSE,1,6432,,New Rochelle,Restaurant,Italian,,
sub_FrrEXkKnQoAFDq,Good,,,FALSE,1,,,Pflugerville,Food Truck,Barbecue,Monthly,
sub_Cfr4pBsZF9UX8j,Good,neutral,10,FALSE,1,2388,,New York,Restaurant,Italian,Monthly,
sub_Fp5do9AsEf3Iaf,Neutral,,,FALSE,1,,,Stoughton,Restaurant,Mexican,Monthly,
sub_CEr59mlWXqmRBL,Neutral,,,FALSE,6,2148,,New York,Restaurant,Mediterranean / Greek,Yearly,
sub_FhbNBsI5WbKims,Good,,,FALSE,2,7512,,San Francisco,Restaurant,Classic/Varied,Monthly,
sub_CFi54ILjBhRoHx,Good,neutral,,FALSE,1,5748,,Miami,Restaurant,Asian Fusion,Monthly,
sub_Fpka3G8KSh8XAS,Good,,10,FALSE,1,,,Airport City Accra,Cafe / Coffee Shop,Deli / Sandwiches,Monthly,
sub_EoUOFQSLcu7aOl,Good,positive,9,FALSE,3,2149,,Holland,Brewery / Winery,Bar - Traditional,Yearly,
sub_DynEMZd0BYEFPY,Neutral,,,FALSE,1,2678,,St. Paul,Restaurant,French,,
sub_FMdYpZYfG5YASm,Good,neutral,,FALSE,1,2388,,New York,Bar,Bar - Cocktail,Monthly,
sub_EekcYzRLahnhlt,Neutral,,,TRUE,1,2388,,New York,Restaurant,Italian,Monthly,
sub_C2F0cnf5qRMfEG,Good,,8,FALSE,1,1188,,Santa Monica,Restaurant,Deli / Sandwiches,Yearly,
sub_86lj5nAltt2JeW,Neutral,,10,FALSE,2,1428,,Washington,Restaurant,Latin American / South American / Central American,Monthly,
sub_C7oKDr2fSgkBIf,Good,positive,,FALSE,1,4788,,New York,Restaurant,Mediterranean / Greek,Yearly,
sub_AitbkcFmIBMvVX,Neutral,neutral,,FALSE,1,2388,,Morristown,Restaurant,Italian,Monthly,
sub_Dv5aTNoZOmIrHn,Neutral,neutral,,FALSE,1,1428,,New York,Restaurant,Pizza,Monthly,
sub_Cag6LNh7scjYbb,Good,neutral,,FALSE,1,2388,,Nashville,Restaurant,American (New),Monthly,
sub_AkgXliZ4IsljnS,Neutral,,,FALSE,2,2388,,Jersey City,Restaurant,Italian,Monthly,
sub_G5wE4HHlOu9nc0,,,,FALSE,1,,,Clearwater,Meal Plan Service,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_FlFsQQxMRYvuIq,Neutral,,,FALSE,2,,US Foods,Pittsburgh,Restaurant,Breakfast / Brunch,Monthly,
sub_Fq81ljZ6eOmKPG,,,,FALSE,1,,,Brooklyn,Restaurant,American (New),,
sub_FzbkEhxwf7rCif,Good,,,FALSE,1,,,New York,Restaurant,Asian Fusion,Monthly,
sub_FxazmDNgnxhk2N,,,,FALSE,2,,,Chicago,Cafe / Coffee Shop,Breakfast / Brunch,Monthly,
sub_7N1ovuDKrVcr44,Neutral,,,FALSE,1,1428,,Houston,Restaurant,Mexican,Monthly,
sub_EK9PEFw1G06fO1,Good,,,FALSE,3,2388,,Charleston,Restaurant,Steakhouse,Monthly,
sub_DQh4rsnoIFvEAN,Neutral,,,FALSE,2,3650,,New York,Restaurant,Russian,Yearly,
sub_EbU8MBHWvy3R33,Neutral,,,FALSE,1,1908,US Foods,La Verne,Multi-location (10+),Mexican,Monthly,
sub_DidFllUk102N2w,Good,positive,9,FALSE,1,2388,,Virginia Beach,Restaurant,Breakfast / Brunch,Monthly,
sub_F9q0k2HeL6wmaV,Good,,,FALSE,1,2199,,New York,Restaurant,American (New),Monthly,
sub_7I6E7K2u7IOF3y,Good,neutral,1,FALSE,2,2736,,New York,Restaurant,Mediterranean / Greek,Monthly,
sub_EG1xKoiQJrgkVp,Bad,,,FALSE,1,1428,,Sausalito,Restaurant,Mexican,Monthly,
sub_7N1rPBx9fcLrwX,Neutral,,,FALSE,1,1428,,Houston,Restaurant,Mexican,Monthly,
sub_E6eVMf8ju0iTRZ,Good,positive,3,FALSE,13,5383,,New York,Restaurant,Mexican,Yearly,
sub_F6q2Xr0647bHsw,Good,,,FALSE,3,2149,,Missoula,Restaurant,Pizza,Yearly,
sub_FDCWc3BglshSQx,Neutral,positive,9,FALSE,1,2149,,Firenze,Restaurant,Italian,Yearly,
sub_FdRlX6Oa32Ph7G,,,,FALSE,1,,US Foods,Lyons,Restaurant,Steakhouse,Monthly,
sub_FpRnzWSKiXtn7V,Good,,10,FALSE,1,,,Houston,Restaurant,Seafood,Monthly,
sub_GAjegCtOfgyBZR,,,,FALSE,3,,,"Tenafly,",Restaurant,Greek,Monthly,
sub_FhKS9piacA7MuD,,,,FALSE,2,,,Fort Worth,Restaurant,American (Traditional),Yearly,
sub_E43Uus4KTJdaHE,Neutral,,,FALSE,1,1428,,Chicago,Bar,Bar - Cocktail,Monthly,
sub_FxJ6YckiitwkPV,,,,FALSE,1,,US Foods,Watertown,Restaurant,Pizza,Monthly,
sub_FXTR6TJ7ZSPfMs,,,,TRUE,2,,US Foods,33037,Restaurant,Italian,Monthly,
sub_BUTMqfuZaU80gO,Neutral,,,FALSE,3,2148,,Boulder,Restaurant,Breakfast / Brunch,Yearly,
sub_EyZJYCSfQPUcvq,Neutral,,,FALSE,1,2388,,Las Vegas,Hospitality Group,Mexican,Monthly,
sub_ESOTPPVFhT2H2e,Good,neutral,,FALSE,1,1908,US Foods,Sumner,Restaurant,Barbecue,Monthly,
sub_CS26h5HC1pV93D,Neutral,,,FALSE,2,2388,,Oxon Hill,Restaurant,Seafood,Monthly,
sub_FuBTDpyjlaIS1f,,,,FALSE,1,,,Mumbai,Restaurant,Indian,,
sub_D9nfaIOaQR7Kix,Neutral,neutral,,FALSE,1,1188,US Foods,Tarrytown,Restaurant,American (Traditional),Monthly,
sub_Bre4RooQHUZN3K,Neutral,,,FALSE,1,1188,,Rockville,Restaurant,Other,Yearly,
sub_E9ISQk7WXJ7OJ3,Good,,,FALSE,1,2388,,New York,Restaurant,Steakhouse,Monthly,
sub_GB7hYWGoZeKeke,,,,FALSE,1,,US Foods,Mandeville,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_Frcb6HaymotQWz,,,,FALSE,4,,,Ocala,Restaurant,"[""Grill"",""Cajun"",""Creole"",""Cuban"",""Southern""]",Monthly,
sub_9UbYYp07gpvxHe,Neutral,positive,,FALSE,1,1188,,New York,Restaurant,American (New),Monthly,
sub_CPLB2pCZYOcsra,Neutral,neutral,,FALSE,1,3948,,Minneapolis,Restaurant,Contemporary American,Yearly,
sub_Da3TEsiVGm8yvm,Neutral,,,FALSE,1,2388,,West Hollywood,Restaurant,American (New),Monthly,
sub_FuKHPVaIPwTh44,,,,FALSE,1,,,Hollywood,Restaurant,American (New),Yearly,
sub_G13U2dycoHUxMB,,,,FALSE,1,,,Houston,Restaurant,American (New),Yearly,
sub_ADpkSuCXYZMiEc,Good,neutral,10,FALSE,1,3948,,Oakland,Restaurant,Other,Yearly,
sub_FUlGY82TdLYuku,,,,FALSE,,1908,US Foods,"Sioux Falls,",Hospitality Group,American (Traditional),Monthly,
sub_EybE4ZxkovXe64,Neutral,,,FALSE,1,2388,,New York,Restaurant,Vegetarian / Vegan / Gluten-Free / Healthy / Organic,Monthly,
sub_G4mycVmxWcXGCL,,,,FALSE,1,,,Charlotte,Food Truck,Breakfast / Brunch,Yearly,
sub_DlyqnqttaPYrSh,Neutral,neutral,2,FALSE,1,1188,US Foods,Marshall,Restaurant,American (Traditional),Monthly,
sub_AK9THJ4GbYL6Kr,Neutral,neutral,,FALSE,1,2388,,Brooklyn,Restaurant,Pizza,Monthly,
sub_FhedbxS5It96Bj,Good,,,FALSE,1,,,New Orleans,Restaurant,Mexican,Monthly,
sub_DpD5OSLqBypVYP,Neutral,,,FALSE,1,1826.65,,New York,Bar,Bar - Cocktail,Yearly,
sub_FWhk2jUzosvwL4,Neutral,,,FALSE,2,0,US Foods,Oklahoma City,Restaurant,Steakhouse,Monthly,2018-06-11 00:00:00.000 +0000
sub_9aTZvkAxxbf9TX,Neutral,neutral,,FALSE,8,2388,,New Orleans,Restaurant,Southern / Creole,Monthly,
sub_BzBUISbCpgIe5q,Neutral,,,FALSE,1,2148,,New Orleans,Restaurant,Steakhouse,Yearly,
sub_ERzQBRe0xXpAAu,Good,,,FALSE,1,2388,,Austin,Restaurant,Mexican,,
sub_G1mnkhUFJoAHyM,Neutral,,,FALSE,9,,US Foods,Sacramento,Restaurant,American (Traditional),Yearly,
sub_Dn91mF5qJGZ5AN,Good,neutral,10,FALSE,1,2388,,Washington,Restaurant,Italian,Monthly,
sub_EnsZe2jCn0ilnj,Neutral,positive,,FALSE,1,4056,,Austin,Bakery / Confectionary,"[""""Bakery""""]",Monthly,
sub_G4i5oWcjY2qR3r,Good,,,FALSE,1,0,US Foods,Perryville,Bakery / Confectionary,Deli / Sandwiches,Monthly,
sub_BZjBqLDIIWM3LW,Good,,10,FALSE,1,1932,,Victoria,Cafe / Coffee Shop,Other,Yearly,
