CHURN_DATE,HEALTH_SCORE,HEALTH_SCORE_UPDATED_DATE,RELATIONSHIP_STRENGTH,SENTIMENT,LAST_ZENDESK_TICKET_DATE,NPS_SCORE,NPS_SCORE_DATE,LAST_LOGIN,IS_EDITED,IS_DELINQUENT,IS_CONCEPT,NUMBER_OF_CONCEPTS,NUMBER_OF_LOCATIONS,ANNUAL_REVENUE,ANNUAL_HOSPITALITY_GROUP_REVENUE,PARTNERSHIP,BILLING_CITY,BILLING_COUNTRY,BILLING_STATE,BUSINESS_MARKET,BUSINESS_TYPE,SERVICE_STYLE,NEW_OR_EXISTING,CUISINE,INTERESTED_IN_CATERING_STORE,INTERESTED_IN_ECOMMERCE,INTERESTED_IN_GIFT_CARDS,INTERESTED_IN_MENU_MANAGEMENT,INTERESTED_IN_MOBILE_WEB,INTERESTED_IN_SEO,CREATED_DATE,CUSTOMER_SINCE,CUSTOMER_WON_DATE,DATE_OF_FIRST_OPPORTUNITY,LAST_EDIT,LAUNCH_DATE,PAYMENT_PLAN,FREQUENCY,SUBSCRIPTION_ID,SUBSCRIPTION_ITEM_ID,PRODUCT_ID,PRODUCT_QUANTITY,PRODUCT_PRICE,START_DATE,END_DATE
,61,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-09-13 18:05:17.000 +0000,,,2019-07-01 04:00:00.000 +0000,TRUE,FALSE,1,,2,4056,0,,Liberty,United States,Missouri,Missouri,Restaurant,Food Truck,Existing Establishment,Barbecue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-08-16 20:24:16.000 +0000,2018-08-29 00:00:00.000 +0000,2018-08-29 00:00:00.000 +0000,2018-08-16 20:24:17.000 +0000,2019-07-01 00:18:35.000 +0000,2018-10-19 00:00:00.000 +0000,Monthly,Monthly,sub_DVceAXRfVqEfQf,si_DVceMMg3PjpGGv,base_plus_monthly,1,199,2018-08-29 21:40:21.000 +0000,
,61,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-09-13 18:05:17.000 +0000,,,2019-07-01 04:00:00.000 +0000,TRUE,FALSE,1,,2,4056,0,,Liberty,United States,Missouri,Missouri,Restaurant,Food Truck,Existing Establishment,Barbecue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-08-16 20:24:16.000 +0000,2018-08-29 00:00:00.000 +0000,2018-08-29 00:00:00.000 +0000,2018-08-16 20:24:17.000 +0000,2019-07-01 00:18:35.000 +0000,2018-10-19 00:00:00.000 +0000,Monthly,Monthly,sub_DVceAXRfVqEfQf,si_DVcehx0bDW4enV,addon_catering_store_monthly,1,139,2018-08-29 21:40:21.000 +0000,2019-09-29 21:40:21.000 -0700
,54,2019-11-08 00:31:00.000 +0000,Neutral,,,9,2019-06-25 04:00:00.000 +0000,2019-11-01 04:00:00.000 +0000,FALSE,FALSE,1,1,2,2388,0,,New York,United States,New York,New York City (East),Restaurant,Fast Casual,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-11-19 20:05:30.000 +0000,2018-12-18 00:00:00.000 +0000,2018-12-18 00:00:00.000 +0000,2018-11-19 20:05:31.000 +0000,2019-11-01 19:08:33.000 +0000,2019-06-10 00:00:00.000 +0000,Monthly,Monthly,sub_EBBBc8DCQoyriT,si_EBBBO30wI41FPu,base_plus_monthly,1,199,2018-12-18 20:06:02.000 +0000,
,50,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-14 05:00:00.000 +0000,TRUE,FALSE,1,2,1,2976,5364,,Calabasas,United States,California,Los Angeles,Cafe / Coffee Shop,Full Service - Casual,Existing Establishment,Contemporary American,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-11-16 14:23:18.000 +0000,2019-02-01 00:00:00.000 +0000,2019-02-01 00:00:00.000 +0000,2018-11-16 14:23:19.000 +0000,2019-11-14 16:36:25.000 +0000,2019-03-11 00:00:00.000 +0000,Monthly,Monthly,sub_ES4cDJ4IeTgtKJ,si_ES4c4eaIfndPaQ,base_plus_monthly,1,199,2019-02-01 22:26:30.000 +0000,
,50,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-14 05:00:00.000 +0000,TRUE,FALSE,1,2,1,2976,5364,,Calabasas,United States,California,Los Angeles,Cafe / Coffee Shop,Full Service - Casual,Existing Establishment,Contemporary American,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-11-16 14:23:18.000 +0000,2019-02-01 00:00:00.000 +0000,2019-02-01 00:00:00.000 +0000,2018-11-16 14:23:19.000 +0000,2019-11-14 16:36:25.000 +0000,2019-03-11 00:00:00.000 +0000,Monthly,Monthly,sub_ES4cDJ4IeTgtKJ,si_ES4cuIpGnkkbt0,addon_localsync_monthly,1,49,2019-02-01 22:26:30.000 +0000,
,,,Good,,,8,2019-08-19 04:00:00.000 +0000,2019-11-14 05:00:00.000 +0000,TRUE,FALSE,1,1,1,0,0,,New York,United States,New York,,Restaurant,Full Service - Fine Dining,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-05-01 21:03:39.000 +0000,2019-09-16 00:00:00.000 +0000,2019-09-16 00:00:00.000 +0000,2019-05-28 15:24:26.000 +0000,2019-11-14 13:49:31.000 +0000,,Yearly,Annual,sub_FnrYKzgg9gkbpY,si_FnrYiogPndIc9A,base_plus_yearly,1,2149,2019-09-13 14:32:35.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-10-31 04:00:00.000 +0000,FALSE,FALSE,1,1,1,1428,0,,Houston,United States,Texas,,Restaurant,Full Service - Fine Dining,Existing Establishment,"[""Coffee"",""Cafe"",""Bistro"",""Tea"",""Spanish""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-19 18:16:57.000 +0000,2019-06-20 00:00:00.000 +0000,2019-06-20 00:00:00.000 +0000,2019-06-19 18:16:58.000 +0000,2019-10-17 16:30:26.000 +0000,2019-08-21 00:00:00.000 +0000,Monthly,Monthly,sub_FI8fls9iV9fuO2,si_FI8fxJgySdr3EQ,base_essentials_monthly,1,119,2019-06-20 22:06:02.000 +0000,
,40,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2018-06-28 04:00:00.000 +0000,FALSE,FALSE,1,,1,468,0,US Foods,Fort Wayne,United States,Indiana,Indiana,Bar,Full Service - Casual,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-04-27 14:30:51.000 +0000,2018-05-21 00:00:00.000 +0000,2018-05-21 00:00:00.000 +0000,2018-04-27 14:30:52.000 +0000,,2018-06-28 00:00:00.000 +0000,Monthly,Monthly,sub_Cu3y95euIHGGiV,si_Cu3yuLovf0lzJw,pro,1,49,2018-05-21 15:22:45.000 +0000,
,,2019-09-16 10:00:00.000 +0000,Neutral,,,,,,FALSE,FALSE,1,1,1,1428,0,,Houston,United States,Texas,Houston (Texas),Restaurant,Full Service - Casual,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-25 23:01:44.000 +0000,2019-02-26 00:00:00.000 +0000,2019-02-26 00:00:00.000 +0000,2019-02-25 23:01:45.000 +0000,,2019-08-29 00:00:00.000 +0000,Monthly,Monthly,sub_EbMjDDjXrRqHiB,si_EbMj6gtru1OzbI,base_essentials_monthly,1,119,2019-02-26 17:46:04.000 +0000,
,,2019-08-12 07:00:00.000 +0000,Good,,,,,,FALSE,FALSE,1,2,1,2149,0,,Austin,United States,Texas,Austin (Texas),Restaurant,Full Service - Casual,Existing Establishment,Burger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-05 21:07:23.000 +0000,2019-06-10 00:00:00.000 +0000,2019-06-10 00:00:00.000 +0000,2019-06-05 21:07:24.000 +0000,,2019-10-17 00:00:00.000 +0000,Yearly,Annual,sub_FEOyuRFepwL0b6,si_FEOyd6ZdpjcjQE,base_plus_yearly,1,2149,2019-06-10 22:40:24.000 +0000,
,93,2019-11-08 00:31:00.000 +0000,Good,neutral,2019-09-11 19:26:24.000 +0000,,,2019-11-12 05:00:00.000 +0000,FALSE,FALSE,1,1,1,2388,0,,Mexico City,Mexico,Mexico State,,Restaurant,Full Service - Fine Dining,Existing Establishment,Mediterranean / Greek,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2018-12-05 01:34:46.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-14 00:00:00.000 +0000,2018-12-05 01:34:47.000 +0000,2019-11-06 15:35:40.000 +0000,2019-05-03 00:00:00.000 +0000,,Monthly,sub_EhPjsZTKdkBdEk,si_EhPjyLXqroH4Lr,base_plus_monthly,1,199,2019-03-14 21:15:54.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-01 04:00:00.000 +0000,FALSE,FALSE,1,2,1,4644,4644,,Arcata,United States,California,,Restaurant,Full Service - Casual,Existing Establishment,Baked Goods / Confections,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-05-09 21:02:53.000 +0000,2019-05-13 00:00:00.000 +0000,2019-05-13 00:00:00.000 +0000,2019-05-09 21:02:55.000 +0000,2019-11-01 17:47:35.000 +0000,2019-08-16 00:00:00.000 +0000,Monthly,Monthly,sub_F3oVk8j19LHlTv,si_F3oVg1kTnJvAej,base_plus_monthly,1,199,2019-05-13 16:20:15.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-01 04:00:00.000 +0000,FALSE,FALSE,1,2,1,4644,4644,,Arcata,United States,California,,Restaurant,Full Service - Casual,Existing Establishment,Baked Goods / Confections,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-05-09 21:02:53.000 +0000,2019-05-13 00:00:00.000 +0000,2019-05-13 00:00:00.000 +0000,2019-05-09 21:02:55.000 +0000,2019-11-01 17:47:35.000 +0000,2019-08-16 00:00:00.000 +0000,Monthly,Monthly,sub_F3oVk8j19LHlTv,si_F3oVTSywBIfqsT,addon_catering_store_monthly,1,139,2019-05-13 16:20:15.000 +0000,2019-09-13 16:20:15.000 -0700
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-01 04:00:00.000 +0000,FALSE,FALSE,1,2,1,4644,4644,,Arcata,United States,California,,Restaurant,Full Service - Casual,Existing Establishment,Baked Goods / Confections,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-05-09 21:02:53.000 +0000,2019-05-13 00:00:00.000 +0000,2019-05-13 00:00:00.000 +0000,2019-05-09 21:02:55.000 +0000,2019-11-01 17:47:35.000 +0000,2019-08-16 00:00:00.000 +0000,Monthly,Monthly,sub_F3oVk8j19LHlTv,si_F3oVBA6US2Eotv,addon_localsync_monthly,1,49,2019-05-13 16:20:15.000 +0000,
,64,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-11-01 16:57:33.000 +0000,,,2019-11-05 05:00:00.000 +0000,FALSE,FALSE,1,,1,1428,0,,Madera,United States,California,Northern California,Restaurant,Full Service - Casual,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-07-17 20:30:41.000 +0000,2017-10-12 00:00:00.000 +0000,2017-10-12 00:00:00.000 +0000,2017-07-17 20:30:42.000 +0000,2019-11-05 00:08:21.000 +0000,2018-01-03 00:00:00.000 +0000,Monthly,Monthly,sub_BYY5qHWE2BXYGL,si_1BBQzk2vS2BuzRKbQzXJFn8M,essentials,1,119,2017-10-10 16:54:16.000 +0000,
,,2019-08-12 07:00:00.000 +0000,Neutral,,,,,,FALSE,FALSE,1,,1,2976,0,,New York,United States,New York,New York (City),Cafe / Coffee Shop,Full Service - Casual,Existing Establishment,French,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-12-06 14:51:31.000 +0000,2018-12-14 00:00:00.000 +0000,2018-12-14 00:00:00.000 +0000,2018-12-06 14:51:33.000 +0000,,,Monthly,Monthly,sub_E9hhHDaEwdkCIM,si_E9hh1rvM3od3Kt,base_plus_monthly,1,199,2018-12-14 21:33:25.000 +0000,
,,2019-08-12 07:00:00.000 +0000,Neutral,,,,,,FALSE,FALSE,1,,1,2976,0,,New York,United States,New York,New York (City),Cafe / Coffee Shop,Full Service - Casual,Existing Establishment,French,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-12-06 14:51:31.000 +0000,2018-12-14 00:00:00.000 +0000,2018-12-14 00:00:00.000 +0000,2018-12-06 14:51:33.000 +0000,,,Monthly,Monthly,sub_E9hhHDaEwdkCIM,si_E9hhnQeeH0AWko,addon_localsync_monthly,1,49,2018-12-14 21:33:25.000 +0000,
,71,2019-11-08 00:31:00.000 +0000,Good,,,,,2019-11-08 05:00:00.000 +0000,TRUE,FALSE,1,,1,1188,10824,,New York,United States,New York,New York City (West),Restaurant,Other,New Opening,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-09-07 18:55:32.000 +0000,2017-09-07 00:00:00.000 +0000,2017-09-07 00:00:00.000 +0000,2017-09-07 21:12:28.000 +0000,2019-11-08 22:17:10.000 +0000,2017-10-10 00:00:00.000 +0000,Yearly,Annual,sub_BMEICEwr6Xabz3,si_1AzVpU2vS2BuzRKbi17kuRCp,essentials_yearly,1,1188,2017-09-07 19:38:24.000 +0000,
,43,2019-08-12 07:00:00.000 +0000,Neutral,,,,,2019-11-06 05:00:00.000 +0000,TRUE,FALSE,1,1,3,2388,0,,Cleveland,United States,Ohio,,Deli,Fast Casual,Existing Establishment,Deli / Sandwiches,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-05-19 17:52:34.000 +0000,2019-05-19 00:00:00.000 +0000,2019-05-19 00:00:00.000 +0000,2019-05-19 17:52:35.000 +0000,2019-11-06 21:40:03.000 +0000,,Monthly,Monthly,sub_F65PkEODsUou89,si_F65Pz741RqN4F6,base_plus_monthly,1,199,2019-05-19 17:55:28.000 +0000,
,,,,,,,,2019-10-16 04:00:00.000 +0000,FALSE,FALSE,1,1,4,,0,,Bethesda,United States,Maryland,,Restaurant,Full Service - Fine Dining,Existing Establishment,American,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-07-29 18:18:52.000 +0000,2019-08-30 00:00:00.000 +0000,2019-08-30 00:00:00.000 +0000,2019-07-29 18:18:52.000 +0000,,,Monthly,Monthly,sub_FigPPJOYlDPzuB,si_FigPyh4bzDcu57,base_plus_monthly,1,199,2019-08-30 18:41:55.000 +0000,
,90,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-10-03 04:00:00.000 +0000,FALSE,FALSE,1,2,,,0,US Foods,New York,United States,New York,,Restaurant,Full Service - Casual,New Opening,American,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-09-16 18:15:10.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-17 00:00:00.000 +0000,2019-09-16 18:15:11.000 +0000,,2019-10-14 00:00:00.000 +0000,Monthly,Monthly,sub_FpQtHhVZlvaCIa,si_FpQtxb2UXYYmXM,base_essentials_monthly,1,119,2019-09-17 19:07:33.000 +0000,
,93,2019-11-08 00:31:00.000 +0000,Good,positive,2019-07-05 22:26:04.000 +0000,9,2019-06-03 04:00:00.000 +0000,2019-10-17 04:00:00.000 +0000,TRUE,FALSE,1,,1,1188,42854,,Kohala Coast,United States,Hawaii,Hawaii,Restaurant,Other,Existing Establishment,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-08-04 16:04:44.000 +0000,2017-03-30 00:00:00.000 +0000,2017-03-30 00:00:00.000 +0000,2016-08-20 18:22:51.000 +0000,2019-10-17 02:53:36.000 +0000,2018-11-19 00:00:00.000 +0000,Yearly,Annual,sub_ANyD4xXTJMgCrx,si_1A3CGi2vS2BuzRKbA3hXKgso,essentials_yearly,1,1068,2017-03-30 23:01:29.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,,,10,2019-08-15 04:00:00.000 +0000,2019-11-09 05:00:00.000 +0000,FALSE,FALSE,1,1,1,2976,0,,Austin,United States,Texas,,Bar,Bar,Existing Establishment,Bar - Traditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-04 15:47:23.000 +0000,2019-06-05 00:00:00.000 +0000,2019-06-05 00:00:00.000 +0000,2019-06-04 15:47:25.000 +0000,2019-11-09 00:07:32.000 +0000,2019-07-30 00:00:00.000 +0000,Monthly,Monthly,sub_FCURpuZrWZzFIg,si_FCURfHaBJMwa6W,addon_localsync_monthly,1,49,2019-06-05 20:11:23.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,,,10,2019-08-15 04:00:00.000 +0000,2019-11-09 05:00:00.000 +0000,FALSE,FALSE,1,1,1,2976,0,,Austin,United States,Texas,,Bar,Bar,Existing Establishment,Bar - Traditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-04 15:47:23.000 +0000,2019-06-05 00:00:00.000 +0000,2019-06-05 00:00:00.000 +0000,2019-06-04 15:47:25.000 +0000,2019-11-09 00:07:32.000 +0000,2019-07-30 00:00:00.000 +0000,Monthly,Monthly,sub_FCURpuZrWZzFIg,si_FCURlH9U53Q2eo,base_plus_monthly,1,199,2019-06-05 20:11:23.000 +0000,
,54,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-08-08 16:56:45.000 +0000,,,2019-09-18 04:00:00.000 +0000,FALSE,FALSE,1,,3,2148,0,,Hillside,United States,New Jersey,Other,Restaurant,Fast Casual,Existing Establishment,Coffee,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-05-30 18:22:25.000 +0000,2017-06-08 00:00:00.000 +0000,2017-06-08 00:00:00.000 +0000,2017-05-30 18:22:26.000 +0000,2019-09-13 22:21:43.000 +0000,2017-09-08 00:00:00.000 +0000,Yearly,Annual,sub_Ao3Rccw932Q5uZ,si_1ASRKW2vS2BuzRKbk4ZsumI3,plus_yearly,1,2148,2017-06-08 14:09:45.000 +0000,
,50,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-08-14 19:26:13.000 +0000,,,2019-03-27 04:00:00.000 +0000,FALSE,FALSE,1,1,1,1908,0,US Foods,South Jordan,United States,Utah,Utah,Restaurant,Full Service - Casual,New Opening,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-13 20:55:03.000 +0000,2019-02-14 00:00:00.000 +0000,2019-02-14 00:00:00.000 +0000,2019-02-13 20:55:05.000 +0000,2019-03-29 05:38:16.000 +0000,2019-03-29 00:00:00.000 +0000,Monthly,Monthly,sub_EWrGWNAiOysORr,si_EWrGazI9MoveIU,base_plus_monthly,1,199,2019-02-14 16:59:20.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-09-02 04:00:00.000 +0000,FALSE,FALSE,1,,7,3576,0,US Foods,Dekalb,United States,Illinois,Chicago,Restaurant,Full Service - Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-02-09 17:51:06.000 +0000,2018-03-08 00:00:00.000 +0000,2018-03-08 00:00:00.000 +0000,2018-02-09 17:51:07.000 +0000,2019-09-02 23:30:12.000 +0000,2018-10-03 00:00:00.000 +0000,,Monthly,sub_CSBbb6Fg425XZD,si_Dli87FOsYvkp7Q,addon_localsync_monthly,7,49,2018-10-11 20:24:55.000 +0000,2019-01-08 05:23:34.000 -0800
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-09-02 04:00:00.000 +0000,FALSE,FALSE,1,,7,3576,0,US Foods,Dekalb,United States,Illinois,Chicago,Restaurant,Full Service - Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-02-09 17:51:06.000 +0000,2018-03-08 00:00:00.000 +0000,2018-03-08 00:00:00.000 +0000,2018-02-09 17:51:07.000 +0000,2019-09-02 23:30:12.000 +0000,2018-10-03 00:00:00.000 +0000,,Monthly,sub_CSBbb6Fg425XZD,si_CSBbkvEF6GavSW,plus,1,199,2018-03-08 05:23:35.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-09-02 04:00:00.000 +0000,FALSE,FALSE,1,,7,3576,0,US Foods,Dekalb,United States,Illinois,Chicago,Restaurant,Full Service - Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-02-09 17:51:06.000 +0000,2018-03-08 00:00:00.000 +0000,2018-03-08 00:00:00.000 +0000,2018-02-09 17:51:07.000 +0000,2019-09-02 23:30:12.000 +0000,2018-10-03 00:00:00.000 +0000,,Monthly,sub_CSBbb6Fg425XZD,si_FSbiUgP8IO9DoQ,addon_catering_store_monthly,1,139,2019-07-18 20:46:34.000 +0000,
,40,2019-11-08 00:31:00.000 +0000,Neutral,,2018-07-18 22:09:23.000 +0000,,,2018-08-22 04:00:00.000 +0000,FALSE,FALSE,1,,1,468,0,US Foods,Solana Beach,United States,California,San Diego,Bar,Bar,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-03-08 21:47:23.000 +0000,2018-03-21 00:00:00.000 +0000,2018-03-21 00:00:00.000 +0000,2018-03-08 21:47:24.000 +0000,2018-07-17 04:42:01.000 +0000,2018-03-27 00:00:00.000 +0000,Monthly,Monthly,sub_CXFwU08WV7MSgu,si_CXFwjxYnxLnlBm,pro,1,49,2018-03-21 18:13:05.000 +0000,
,,,Good,,,,,2019-10-17 04:00:00.000 +0000,FALSE,FALSE,1,8,1,,3816,US Foods,Overland Park,United States,Kansas,,Hospitality Group,Other,Existing Establishment,"[""American"",""Traditional""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-04 13:48:15.000 +0000,2019-10-17 00:00:00.000 +0000,2019-10-17 00:00:00.000 +0000,2019-06-04 13:48:17.000 +0000,,,Monthly,Monthly,sub_G0cRK9LhdkmeyK,si_G0cRQplobAmKqU,base_plus_monthly,1,199,2019-10-17 15:47:49.000 +0000,
,43,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-13 05:00:00.000 +0000,FALSE,FALSE,1,1,1,2149,18352,,Washington,United States,District of Columbia,DC,Bar,Bar,New Opening,Bar - Traditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-02-25 20:29:24.000 +0000,2019-02-28 00:00:00.000 +0000,2019-02-28 00:00:00.000 +0000,2019-02-25 20:31:47.000 +0000,2019-11-04 17:19:08.000 +0000,2019-04-23 00:00:00.000 +0000,Yearly,Annual,sub_EbPgXmeFybq8il,si_EbPgwYKafloGFl,base_plus_yearly,1,2149,2019-02-26 20:48:26.000 +0000,
,40,2019-08-12 07:00:00.000 +0000,Neutral,,,,,2019-10-17 04:00:00.000 +0000,FALSE,FALSE,1,,1,2388,0,,Carmel,United States,California,San Francisco,Restaurant,Full Service - Fine Dining,Existing Establishment,American (Traditional),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-11-11 18:00:17.000 +0000,2018-05-26 00:00:00.000 +0000,2018-05-26 00:00:00.000 +0000,2017-11-11 18:00:18.000 +0000,2019-10-17 22:19:53.000 +0000,,Monthly,Monthly,sub_CvhcGf14MqgdbQ,si_CvhcG5pv5znZ1k,plus,1,199,2018-05-26 00:25:09.000 +0000,
,50,2019-11-08 00:31:00.000 +0000,Neutral,,,,,2019-11-13 05:00:00.000 +0000,FALSE,FALSE,1,1,1,1908,0,US Foods,Genoa City,United States,Wisconsin,Wisconsin,Bar,Full Service - Casual,Existing Establishment,Bar - Traditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-10-31 20:05:27.000 +0000,2018-11-07 00:00:00.000 +0000,2018-11-07 00:00:00.000 +0000,2018-10-31 20:05:29.000 +0000,2019-11-12 15:14:00.000 +0000,2019-04-12 00:00:00.000 +0000,Monthly,Monthly,sub_Dvmdcyq99Evc7u,si_DvmdyLdtCjC70V,base_plus_monthly,1,199,2018-11-07 17:43:21.000 +0000,
,33,2019-11-08 00:31:00.000 +0000,Bad,neutral,2019-10-22 14:57:10.000 +0000,1,2019-04-01 04:00:00.000 +0000,2019-11-07 05:00:00.000 +0000,FALSE,FALSE,1,,8,2148,2148,,New York,United States,New York,New York (City),Restaurant,Fast Casual,Existing Establishment,Pizza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-11-07 17:03:10.000 +0000,2016-11-14 00:00:00.000 +0000,2016-11-14 00:00:00.000 +0000,2016-11-07 17:08:08.000 +0000,2019-09-05 18:25:39.000 +0000,2017-12-20 00:00:00.000 +0000,Yearly,Annual,sub_9Z1MAfWLy6zlOX,si_19FtJe2vS2BuzRKb41Up5q5h,plus_yearly,1,2148,2016-11-14 22:52:42.000 +0000,
,46,2019-11-08 00:31:00.000 +0000,Neutral,positive,2019-06-19 23:04:15.000 +0000,,,2019-06-12 04:00:00.000 +0000,FALSE,FALSE,1,,1,948,0,US Foods,Mercer Island,United States,Washington,Seattle (WA),Restaurant,Full Service - Casual,Existing Establishment,Mexican,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-08-24 21:50:44.000 +0000,2017-08-29 00:00:00.000 +0000,2017-08-29 00:00:00.000 +0000,2017-08-24 21:50:45.000 +0000,2019-06-12 21:32:44.000 +0000,2017-12-21 00:00:00.000 +0000,Monthly,Monthly,sub_BGeShx1RnbGQvS,si_1Au79p2vS2BuzRKbiutoZ2fX,baby,1,99,2017-08-23 22:17:06.000 +0000,
,60,2019-11-08 00:31:00.000 +0000,Neutral,,2019-03-28 22:24:20.000 +0000,,,2019-10-31 04:00:00.000 +0000,FALSE,FALSE,1,,1,1428,0,,Laguna Beach,United States,California,Los Angeles,Restaurant,Full Service - Fine Dining,Existing Establishment,Italian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-03-21 13:35:40.000 +0000,2018-04-26 00:00:00.000 +0000,2018-04-26 00:00:00.000 +0000,2018-03-21 13:35:41.000 +0000,2019-10-04 23:52:16.000 +0000,2018-07-23 00:00:00.000 +0000,Monthly,Monthly,sub_Ckkv3TqxNZ8FwI,si_CkkvSPMgxNH7HR,essentials,1,119,2018-04-26 19:05:54.000 +0000,
,54,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-07-17 18:55:35.000 +0000,,,2019-09-05 04:00:00.000 +0000,FALSE,FALSE,1,1,1,2496,0,US Foods,Red Bluff,United States,California,,Restaurant,Full Service - Fine Dining,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-03-08 16:47:22.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-08 16:47:23.000 +0000,2019-06-21 03:41:48.000 +0000,2019-05-07 00:00:00.000 +0000,Monthly,Monthly,sub_Eh2CMLd4dniILF,si_Eh2C1ds3mzmuKr,base_plus_monthly,1,199,2019-03-13 20:57:02.000 +0000,
,54,2019-11-08 00:31:00.000 +0000,Neutral,neutral,2019-07-17 18:55:35.000 +0000,,,2019-09-05 04:00:00.000 +0000,FALSE,FALSE,1,1,1,2496,0,US Foods,Red Bluff,United States,California,,Restaurant,Full Service - Fine Dining,Existing Establishment,American (New),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-03-08 16:47:22.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-14 00:00:00.000 +0000,2019-03-08 16:47:23.000 +0000,2019-06-21 03:41:48.000 +0000,2019-05-07 00:00:00.000 +0000,Monthly,Monthly,sub_Eh2CMLd4dniILF,si_Eh2C3giEKqqjEI,addon_localsync_monthly,1,49,2019-03-13 20:57:02.000 +0000,
